sample_idx,algorithm_a,algorithm_b,coverage
986,IMOGABKA-seed,NSGA3,0.68
986,IMOGABKA-seed,MOEAD,0.9166666666666666
986,MOBKA,IMOGABKA-seed,0.0
986,MOBKA,MOBKA,1.0
986,MOBKA,NSGA2,0.0
986,MOBKA,NSGA3,0.0
986,MOBKA,MOEAD,0.0
986,NSGA2,IMOGABKA-seed,0.030612244897959183
986,NSGA2,MOBKA,0.125
986,NSGA2,NSGA2,1.0
986,NSGA2,NSGA3,0.16
986,NSGA2,MOEAD,0.9166666666666666
986,NSGA3,IMOGABKA-seed,0.04081632653061224
986,NSGA3,MOBKA,0.125
986,NSGA3,NSGA2,0.4444444444444444
986,NSGA3,NSGA3,1.0
986,NSGA3,MOEAD,0.9166666666666666
986,MOEAD,IMOGABKA-seed,0.01020408163265306
986,MOEAD,MOBKA,0.0
986,MOEAD,NSGA2,0.018518518518518517
986,MOEAD,NSGA3,0.02
986,MOEAD,MOEAD,1.0
987,IMOGABKA-seed,IMOGABKA-seed,1.0
987,IMOGABKA-seed,MOBKA,1.0
987,IMOGABKA-seed,NSGA2,0.22807017543859648
987,IMOGABKA-seed,NSGA3,0.48
987,IMOGABKA-seed,MOEAD,1.0
987,MOBKA,IMOGABKA-seed,0.0
987,MOBKA,MOBKA,1.0
987,MOBKA,NSGA2,0.0
987,MOBKA,NSGA3,0.0
987,MOBKA,MOEAD,0.0
987,NSGA2,IMOGABKA-seed,0.3473684210526316
987,NSGA2,MOBKA,0.1111111111111111
987,NSGA2,NSGA2,1.0
987,NSGA2,NSGA3,0.6
987,NSGA2,MOEAD,1.0
987,NSGA3,IMOGABKA-seed,0.23157894736842105
987,NSGA3,MOBKA,0.3333333333333333
987,NSGA3,NSGA2,0.10526315789473684
987,NSGA3,NSGA3,1.0
987,NSGA3,MOEAD,1.0
987,MOEAD,IMOGABKA-seed,0.0
987,MOEAD,MOBKA,0.0
987,MOEAD,NSGA2,0.0
987,MOEAD,NSGA3,0.0
987,MOEAD,MOEAD,1.0
988,IMOGABKA-seed,IMOGABKA-seed,1.0
988,IMOGABKA-seed,MOBKA,1.0
988,IMOGABKA-seed,NSGA2,0.5869565217391305
988,IMOGABKA-seed,NSGA3,0.5
988,IMOGABKA-seed,MOEAD,0.9166666666666666
988,MOBKA,IMOGABKA-seed,0.0
988,MOBKA,MOBKA,1.0
988,MOBKA,NSGA2,0.0
988,MOBKA,NSGA3,0.0
988,MOBKA,MOEAD,0.0
988,NSGA2,IMOGABKA-seed,0.07608695652173914
988,NSGA2,MOBKA,0.1
988,NSGA2,NSGA2,1.0
988,NSGA2,NSGA3,0.5
988,NSGA2,MOEAD,1.0
988,NSGA3,IMOGABKA-seed,0.10869565217391304
988,NSGA3,MOBKA,0.1
988,NSGA3,NSGA2,0.06521739130434782
988,NSGA3,NSGA3,1.0
988,NSGA3,MOEAD,1.0
988,MOEAD,IMOGABKA-seed,0.0
988,MOEAD,MOBKA,0.1
988,MOEAD,NSGA2,0.0
988,MOEAD,NSGA3,0.0
988,MOEAD,MOEAD,1.0
989,IMOGABKA-seed,IMOGABKA-seed,1.0
989,IMOGABKA-seed,MOBKA,1.0
989,IMOGABKA-seed,NSGA2,0.5517241379310345
989,IMOGABKA-seed,NSGA3,0.3958333333333333
989,IMOGABKA-seed,MOEAD,0.7857142857142857
989,MOBKA,IMOGABKA-seed,0.0
989,MOBKA,MOBKA,1.0
989,MOBKA,NSGA2,0.0
989,MOBKA,NSGA3,0.0
989,MOBKA,MOEAD,0.0
989,NSGA2,IMOGABKA-seed,0.17346938775510204
989,NSGA2,MOBKA,0.1
989,NSGA2,NSGA2,1.0
989,NSGA2,NSGA3,0.10416666666666667
989,NSGA2,MOEAD,1.0
989,NSGA3,IMOGABKA-seed,0.25510204081632654
989,NSGA3,MOBKA,0.1
989,NSGA3,NSGA2,0.6551724137931034
989,NSGA3,NSGA3,1.0
989,NSGA3,MOEAD,0.9285714285714286
989,MOEAD,IMOGABKA-seed,0.10204081632653061
989,MOEAD,MOBKA,0.0
989,MOEAD,NSGA2,0.0
989,MOEAD,NSGA3,0.0
989,MOEAD,MOEAD,1.0
990,IMOGABKA-seed,IMOGABKA-seed,1.0
990,IMOGABKA-seed,MOBKA,1.0
990,IMOGABKA-seed,NSGA2,0.3333333333333333
990,IMOGABKA-seed,NSGA3,0.6153846153846154
990,IMOGABKA-seed,MOEAD,1.0
990,MOBKA,IMOGABKA-seed,0.0
990,MOBKA,MOBKA,1.0
990,MOBKA,NSGA2,0.0
990,MOBKA,NSGA3,0.0
990,MOBKA,MOEAD,0.0
990,NSGA2,IMOGABKA-seed,0.20833333333333334
990,NSGA2,MOBKA,0.09090909090909091
990,NSGA2,NSGA2,1.0
990,NSGA2,NSGA3,0.7435897435897436
990,NSGA2,MOEAD,1.0
990,NSGA3,IMOGABKA-seed,0.09375
990,NSGA3,MOBKA,0.0
990,NSGA3,NSGA2,0.1568627450980392
990,NSGA3,NSGA3,1.0
990,NSGA3,MOEAD,1.0
990,MOEAD,IMOGABKA-seed,0.0
990,MOEAD,MOBKA,0.0
990,MOEAD,NSGA2,0.0
990,MOEAD,NSGA3,0.0
990,MOEAD,MOEAD,1.0
991,IMOGABKA-seed,IMOGABKA-seed,1.0
991,IMOGABKA-seed,MOBKA,1.0
991,IMOGABKA-seed,NSGA2,0.4406779661016949
991,IMOGABKA-seed,NSGA3,0.37254901960784315
991,IMOGABKA-seed,MOEAD,0.9032258064516129
991,MOBKA,IMOGABKA-seed,0.0
991,MOBKA,MOBKA,1.0
991,MOBKA,NSGA2,0.0
991,MOBKA,NSGA3,0.0
991,MOBKA,MOEAD,0.0
991,NSGA2,IMOGABKA-seed,0.11578947368421053
991,NSGA2,MOBKA,0.0
991,NSGA2,NSGA2,1.0
991,NSGA2,NSGA3,0.3333333333333333
991,NSGA2,MOEAD,1.0
991,NSGA3,IMOGABKA-seed,0.10526315789473684
991,NSGA3,MOBKA,0.0
991,NSGA3,NSGA2,0.23728813559322035
991,NSGA3,NSGA3,1.0
991,NSGA3,MOEAD,1.0
991,MOEAD,IMOGABKA-seed,0.0
991,MOEAD,MOBKA,0.0
991,MOEAD,NSGA2,0.0
991,MOEAD,NSGA3,0.0
991,MOEAD,MOEAD,1.0
992,IMOGABKA-seed,IMOGABKA-seed,1.0
992,IMOGABKA-seed,MOBKA,1.0
992,IMOGABKA-seed,NSGA2,0.1836734693877551
992,IMOGABKA-seed,NSGA3,0.20930232558139536
992,IMOGABKA-seed,MOEAD,0.5454545454545454
992,MOBKA,IMOGABKA-seed,0.0
992,MOBKA,MOBKA,1.0
992,MOBKA,NSGA2,0.0
992,MOBKA,NSGA3,0.0
992,MOBKA,MOEAD,0.0
992,NSGA2,IMOGABKA-seed,0.29896907216494845
992,NSGA2,MOBKA,0.1
992,NSGA2,NSGA2,1.0
992,NSGA2,NSGA3,0.3953488372093023
992,NSGA2,MOEAD,1.0
992,NSGA3,IMOGABKA-seed,0.28865979381443296
992,NSGA3,MOBKA,0.1
992,NSGA3,NSGA2,0.2653061224489796
992,NSGA3,NSGA3,1.0
992,NSGA3,MOEAD,1.0
992,MOEAD,IMOGABKA-seed,0.020618556701030927
992,MOEAD,MOBKA,0.0
992,MOEAD,NSGA2,0.0
992,MOEAD,NSGA3,0.0
992,MOEAD,MOEAD,1.0
993,IMOGABKA-seed,IMOGABKA-seed,1.0
993,IMOGABKA-seed,MOBKA,1.0
993,IMOGABKA-seed,NSGA2,0.2
993,IMOGABKA-seed,NSGA3,0.2857142857142857
993,IMOGABKA-seed,MOEAD,0.5217391304347826
993,MOBKA,IMOGABKA-seed,0.0
993,MOBKA,MOBKA,1.0
993,MOBKA,NSGA2,0.0
993,MOBKA,NSGA3,0.0
993,MOBKA,MOEAD,0.0
993,NSGA2,IMOGABKA-seed,0.24742268041237114
993,NSGA2,MOBKA,0.0
993,NSGA2,NSGA2,1.0
993,NSGA2,NSGA3,0.673469387755102
993,NSGA2,MOEAD,1.0
993,NSGA3,IMOGABKA-seed,0.20618556701030927
993,NSGA3,MOBKA,0.0
993,NSGA3,NSGA2,0.14545454545454545
993,NSGA3,NSGA3,1.0
993,NSGA3,MOEAD,0.9130434782608695
993,MOEAD,IMOGABKA-seed,0.07216494845360824
993,MOEAD,MOBKA,0.0
993,MOEAD,NSGA2,0.0
993,MOEAD,NSGA3,0.0
993,MOEAD,MOEAD,1.0
994,IMOGABKA-seed,IMOGABKA-seed,1.0
994,IMOGABKA-seed,MOBKA,1.0
994,IMOGABKA-seed,NSGA2,0.25806451612903225
994,IMOGABKA-seed,NSGA3,0.17647058823529413
994,IMOGABKA-seed,MOEAD,0.7692307692307693
994,MOBKA,IMOGABKA-seed,0.0
994,MOBKA,MOBKA,1.0
994,MOBKA,NSGA2,0.0
994,MOBKA,NSGA3,0.0
994,MOBKA,MOEAD,0.0
994,NSGA2,IMOGABKA-seed,0.20618556701030927
994,NSGA2,MOBKA,0.0
994,NSGA2,NSGA2,1.0
994,NSGA2,NSGA3,0.1568627450980392
994,NSGA2,MOEAD,1.0
994,NSGA3,IMOGABKA-seed,0.1958762886597938
994,NSGA3,MOBKA,0.0
994,NSGA3,NSGA2,0.5
994,NSGA3,NSGA3,1.0
994,NSGA3,MOEAD,1.0
994,MOEAD,IMOGABKA-seed,0.0
994,MOEAD,MOBKA,0.0
994,MOEAD,NSGA2,0.0
994,MOEAD,NSGA3,0.0
994,MOEAD,MOEAD,1.0
995,IMOGABKA-seed,IMOGABKA-seed,1.0
995,IMOGABKA-seed,MOBKA,1.0
995,IMOGABKA-seed,NSGA2,0.35185185185185186
995,IMOGABKA-seed,NSGA3,0.3055555555555556
995,IMOGABKA-seed,MOEAD,0.4666666666666667
995,MOBKA,IMOGABKA-seed,0.0
995,MOBKA,MOBKA,1.0
995,MOBKA,NSGA2,0.0
995,MOBKA,NSGA3,0.0
995,MOBKA,MOEAD,0.0
995,NSGA2,IMOGABKA-seed,0.3125
995,NSGA2,MOBKA,0.125
995,NSGA2,NSGA2,1.0
995,NSGA2,NSGA3,0.4444444444444444
995,NSGA2,MOEAD,1.0
995,NSGA3,IMOGABKA-seed,0.28125
995,NSGA3,MOBKA,0.125
995,NSGA3,NSGA2,0.4074074074074074
995,NSGA3,NSGA3,1.0
995,NSGA3,MOEAD,0.8
995,MOEAD,IMOGABKA-seed,0.17708333333333334
995,MOEAD,MOBKA,0.125
995,MOEAD,NSGA2,0.0
995,MOEAD,NSGA3,0.16666666666666666
995,MOEAD,MOEAD,1.0
996,IMOGABKA-seed,IMOGABKA-seed,1.0
996,IMOGABKA-seed,MOBKA,1.0
996,IMOGABKA-seed,NSGA2,0.8518518518518519
996,IMOGABKA-seed,NSGA3,0.9047619047619048
996,IMOGABKA-seed,MOEAD,0.7647058823529411
996,MOBKA,IMOGABKA-seed,0.0
996,MOBKA,MOBKA,1.0
996,MOBKA,NSGA2,0.0
996,MOBKA,NSGA3,0.0
996,MOBKA,MOEAD,0.0
996,NSGA2,IMOGABKA-seed,0.03125
996,NSGA2,MOBKA,0.1
996,NSGA2,NSGA2,1.0
996,NSGA2,NSGA3,0.7857142857142857
996,NSGA2,MOEAD,0.7058823529411765
996,NSGA3,IMOGABKA-seed,0.0
996,NSGA3,MOBKA,0.1
996,NSGA3,NSGA2,0.05555555555555555
996,NSGA3,NSGA3,1.0
996,NSGA3,MOEAD,0.4411764705882353
996,MOEAD,IMOGABKA-seed,0.03125
996,MOEAD,MOBKA,0.1
996,MOEAD,NSGA2,0.12962962962962962
996,MOEAD,NSGA3,0.3333333333333333
996,MOEAD,MOEAD,1.0
997,IMOGABKA-seed,IMOGABKA-seed,1.0
997,IMOGABKA-seed,MOBKA,1.0
997,IMOGABKA-seed,NSGA2,0.8727272727272727
997,IMOGABKA-seed,NSGA3,0.975609756097561
997,IMOGABKA-seed,MOEAD,1.0
997,MOBKA,IMOGABKA-seed,0.0
997,MOBKA,MOBKA,1.0
997,MOBKA,NSGA2,0.0
997,MOBKA,NSGA3,0.0
997,MOBKA,MOEAD,0.0
997,NSGA2,IMOGABKA-seed,0.010752688172043012
997,NSGA2,MOBKA,0.0
997,NSGA2,NSGA2,1.0
997,NSGA2,NSGA3,0.5609756097560976
997,NSGA2,MOEAD,1.0
997,NSGA3,IMOGABKA-seed,0.0
997,NSGA3,MOBKA,0.0
997,NSGA3,NSGA2,0.12727272727272726
997,NSGA3,NSGA3,1.0
997,NSGA3,MOEAD,0.8888888888888888
997,MOEAD,IMOGABKA-seed,0.0
997,MOEAD,MOBKA,0.0
997,MOEAD,NSGA2,0.0
997,MOEAD,NSGA3,0.0
997,MOEAD,MOEAD,1.0
998,IMOGABKA-seed,IMOGABKA-seed,1.0
998,IMOGABKA-seed,MOBKA,1.0
998,IMOGABKA-seed,NSGA2,0.6491228070175439
998,IMOGABKA-seed,NSGA3,0.4666666666666667
998,IMOGABKA-seed,MOEAD,0.7419354838709677
998,MOBKA,IMOGABKA-seed,0.0
998,MOBKA,MOBKA,1.0
998,MOBKA,NSGA2,0.0
998,MOBKA,NSGA3,0.0
998,MOBKA,MOEAD,0.0
998,NSGA2,IMOGABKA-seed,0.08333333333333333
998,NSGA2,MOBKA,0.0
998,NSGA2,NSGA2,1.0
998,NSGA2,NSGA3,0.7555555555555555
998,NSGA2,MOEAD,1.0
998,NSGA3,IMOGABKA-seed,0.10416666666666667
998,NSGA3,MOBKA,0.0
998,NSGA3,NSGA2,0.14035087719298245
998,NSGA3,NSGA3,1.0
998,NSGA3,MOEAD,0.9354838709677419
998,MOEAD,IMOGABKA-seed,0.041666666666666664
998,MOEAD,MOBKA,0.0
998,MOEAD,NSGA2,0.0
998,MOEAD,NSGA3,0.0
998,MOEAD,MOEAD,1.0
999,IMOGABKA-seed,IMOGABKA-seed,1.0
999,IMOGABKA-seed,MOBKA,1.0
999,IMOGABKA-seed,NSGA2,0.4909090909090909
999,IMOGABKA-seed,NSGA3,0.5714285714285714
999,IMOGABKA-seed,MOEAD,0.9736842105263158
999,MOBKA,IMOGABKA-seed,0.0
999,MOBKA,MOBKA,1.0
999,MOBKA,NSGA2,0.0
999,MOBKA,NSGA3,0.0
999,MOBKA,MOEAD,0.0
999,NSGA2,IMOGABKA-seed,0.16842105263157894
999,NSGA2,MOBKA,0.1111111111111111
999,NSGA2,NSGA2,1.0
999,NSGA2,NSGA3,0.8979591836734694
999,NSGA2,MOEAD,1.0
999,NSGA3,IMOGABKA-seed,0.05263157894736842
999,NSGA3,MOBKA,0.0
999,NSGA3,NSGA2,0.07272727272727272
999,NSGA3,NSGA3,1.0
999,NSGA3,MOEAD,0.9736842105263158
999,MOEAD,IMOGABKA-seed,0.0
999,MOEAD,MOBKA,0.0
999,MOEAD,NSGA2,0.0
999,MOEAD,NSGA3,0.0
999,MOEAD,MOEAD,1.0
1000,IMOGABKA-seed,IMOGABKA-seed,1.0
1000,IMOGABKA-seed,MOBKA,1.0
1000,IMOGABKA-seed,NSGA2,0.5185185185185185
1000,IMOGABKA-seed,NSGA3,0.12244897959183673
1000,IMOGABKA-seed,MOEAD,0.88
1000,MOBKA,IMOGABKA-seed,0.0
1000,MOBKA,MOBKA,1.0
1000,MOBKA,NSGA2,0.0
1000,MOBKA,NSGA3,0.0
1000,MOBKA,MOEAD,0.0
1000,NSGA2,IMOGABKA-seed,0.20652173913043478
1000,NSGA2,MOBKA,0.14285714285714285
1000,NSGA2,NSGA2,1.0
1000,NSGA2,NSGA3,0.3877551020408163
1000,NSGA2,MOEAD,1.0
1000,NSGA3,IMOGABKA-seed,0.17391304347826086
1000,NSGA3,MOBKA,0.14285714285714285
1000,NSGA3,NSGA2,0.14814814814814814
1000,NSGA3,NSGA3,1.0
1000,NSGA3,MOEAD,0.8
1000,MOEAD,IMOGABKA-seed,0.0
1000,MOEAD,MOBKA,0.0
1000,MOEAD,NSGA2,0.0
1000,MOEAD,NSGA3,0.0
1000,MOEAD,MOEAD,1.0
