sample_idx,algorithm_a,algorithm_b,coverage
1287,NSGA3,IMOGABKA-seed,0.0
1287,NSGA3,MOBKA,0.2
1287,NSGA3,NSGA2,0.017543859649122806
1287,NSGA3,NSGA3,1.0
1287,NSGA3,MOEAD,0.7941176470588235
1287,MOEAD,IMOGABKA-seed,0.0
1287,MOEAD,MOBKA,0.1
1287,MOEAD,NSGA2,0.0
1287,MOEAD,NSGA3,0.0
1287,MOEAD,MOEAD,1.0
1288,IMOGABKA-seed,IMOGABKA-seed,1.0
1288,IMOGABKA-seed,MOBKA,1.0
1288,IMOGABKA-seed,NSGA2,0.8771929824561403
1288,IMOGABKA-seed,NSGA3,0.9565217391304348
1288,IMOGABKA-seed,MOEAD,1.0
1288,MOBKA,IMOGABKA-seed,0.0
1288,MOBKA,MOBKA,1.0
1288,MOBKA,NSGA2,0.0
1288,MOBKA,NSGA3,0.0
1288,MOBKA,MOEAD,0.0
1288,NSGA2,IMOGABKA-seed,0.02247191011235955
1288,NSGA2,MOBKA,0.1111111111111111
1288,NSGA2,NSGA2,1.0
1288,NSGA2,NSGA3,0.45652173913043476
1288,NSGA2,MOEAD,1.0
1288,NSGA3,IMOGABKA-seed,0.02247191011235955
1288,NSGA3,MOBKA,0.1111111111111111
1288,NSGA3,NSGA2,0.24561403508771928
1288,NSGA3,NSGA3,1.0
1288,NSGA3,MOEAD,0.9444444444444444
1288,MOEAD,IMOGABKA-seed,0.0
1288,MOEAD,MOBKA,0.0
1288,MOEAD,NSGA2,0.0
1288,MOEAD,NSGA3,0.0
1288,MOEAD,MOEAD,1.0
1289,IMOGABKA-seed,IMOGABKA-seed,1.0
1289,IMOGABKA-seed,MOBKA,1.0
1289,IMOGABKA-seed,NSGA2,0.9166666666666666
1289,IMOGABKA-seed,NSGA3,1.0
1289,IMOGABKA-seed,MOEAD,1.0
1289,MOBKA,IMOGABKA-seed,0.0
1289,MOBKA,MOBKA,1.0
1289,MOBKA,NSGA2,0.0
1289,MOBKA,NSGA3,0.0
1289,MOBKA,MOEAD,0.0
1289,NSGA2,IMOGABKA-seed,0.03125
1289,NSGA2,MOBKA,0.0
1289,NSGA2,NSGA2,1.0
1289,NSGA2,NSGA3,0.5833333333333334
1289,NSGA2,MOEAD,1.0
1289,NSGA3,IMOGABKA-seed,0.0
1289,NSGA3,MOBKA,0.0
1289,NSGA3,NSGA2,0.15
1289,NSGA3,NSGA3,1.0
1289,NSGA3,MOEAD,0.6333333333333333
1289,MOEAD,IMOGABKA-seed,0.0
1289,MOEAD,MOBKA,0.0
1289,MOEAD,NSGA2,0.0
1289,MOEAD,NSGA3,0.0
1289,MOEAD,MOEAD,1.0
1290,IMOGABKA-seed,IMOGABKA-seed,1.0
1290,IMOGABKA-seed,MOBKA,1.0
1290,IMOGABKA-seed,NSGA2,0.8
1290,IMOGABKA-seed,NSGA3,0.8444444444444444
1290,IMOGABKA-seed,MOEAD,1.0
1290,MOBKA,IMOGABKA-seed,0.0
1290,MOBKA,MOBKA,1.0
1290,MOBKA,NSGA2,0.0
1290,MOBKA,NSGA3,0.0
1290,MOBKA,MOEAD,0.0
1290,NSGA2,IMOGABKA-seed,0.043010752688172046
1290,NSGA2,MOBKA,0.0
1290,NSGA2,NSGA2,1.0
1290,NSGA2,NSGA3,0.4
1290,NSGA2,MOEAD,1.0
1290,NSGA3,IMOGABKA-seed,0.0
1290,NSGA3,MOBKA,0.1111111111111111
1290,NSGA3,NSGA2,0.18181818181818182
1290,NSGA3,NSGA3,1.0
1290,NSGA3,MOEAD,0.9285714285714286
1290,MOEAD,IMOGABKA-seed,0.0
1290,MOEAD,MOBKA,0.0
1290,MOEAD,NSGA2,0.0
1290,MOEAD,NSGA3,0.0
1290,MOEAD,MOEAD,1.0
1291,IMOGABKA-seed,IMOGABKA-seed,1.0
1291,IMOGABKA-seed,MOBKA,1.0
1291,IMOGABKA-seed,NSGA2,0.9152542372881356
1291,IMOGABKA-seed,NSGA3,0.8181818181818182
1291,IMOGABKA-seed,MOEAD,1.0
1291,MOBKA,IMOGABKA-seed,0.0
1291,MOBKA,MOBKA,1.0
1291,MOBKA,NSGA2,0.0
1291,MOBKA,NSGA3,0.0
1291,MOBKA,MOEAD,0.0
1291,NSGA2,IMOGABKA-seed,0.05154639175257732
1291,NSGA2,MOBKA,0.0
1291,NSGA2,NSGA2,1.0
1291,NSGA2,NSGA3,0.4772727272727273
1291,NSGA2,MOEAD,1.0
1291,NSGA3,IMOGABKA-seed,0.05154639175257732
1291,NSGA3,MOBKA,0.0
1291,NSGA3,NSGA2,0.2711864406779661
1291,NSGA3,NSGA3,1.0
1291,NSGA3,MOEAD,0.8235294117647058
1291,MOEAD,IMOGABKA-seed,0.0
1291,MOEAD,MOBKA,0.0
1291,MOEAD,NSGA2,0.0
1291,MOEAD,NSGA3,0.0
1291,MOEAD,MOEAD,1.0
1292,IMOGABKA-seed,IMOGABKA-seed,1.0
1292,IMOGABKA-seed,MOBKA,1.0
1292,IMOGABKA-seed,NSGA2,0.9090909090909091
1292,IMOGABKA-seed,NSGA3,1.0
1292,IMOGABKA-seed,MOEAD,1.0
1292,MOBKA,IMOGABKA-seed,0.0
1292,MOBKA,MOBKA,1.0
1292,MOBKA,NSGA2,0.0
1292,MOBKA,NSGA3,0.0
1292,MOBKA,MOEAD,0.0
1292,NSGA2,IMOGABKA-seed,0.020833333333333332
1292,NSGA2,MOBKA,0.0
1292,NSGA2,NSGA2,1.0
1292,NSGA2,NSGA3,0.2608695652173913
1292,NSGA2,MOEAD,1.0
1292,NSGA3,IMOGABKA-seed,0.0
1292,NSGA3,MOBKA,0.0
1292,NSGA3,NSGA2,0.2545454545454545
1292,NSGA3,NSGA3,1.0
1292,NSGA3,MOEAD,0.8235294117647058
1292,MOEAD,IMOGABKA-seed,0.0
1292,MOEAD,MOBKA,0.0
1292,MOEAD,NSGA2,0.0
1292,MOEAD,NSGA3,0.0
1292,MOEAD,MOEAD,1.0
1293,IMOGABKA-seed,IMOGABKA-seed,1.0
1293,IMOGABKA-seed,MOBKA,1.0
1293,IMOGABKA-seed,NSGA2,0.5185185185185185
1293,IMOGABKA-seed,NSGA3,0.3333333333333333
1293,IMOGABKA-seed,MOEAD,0.8928571428571429
1293,MOBKA,IMOGABKA-seed,0.0
1293,MOBKA,MOBKA,1.0
1293,MOBKA,NSGA2,0.0
1293,MOBKA,NSGA3,0.0
1293,MOBKA,MOEAD,0.0
1293,NSGA2,IMOGABKA-seed,0.29213483146067415
1293,NSGA2,MOBKA,0.0
1293,NSGA2,NSGA2,1.0
1293,NSGA2,NSGA3,0.5476190476190477
1293,NSGA2,MOEAD,1.0
1293,NSGA3,IMOGABKA-seed,0.12359550561797752
1293,NSGA3,MOBKA,0.0
1293,NSGA3,NSGA2,0.2222222222222222
1293,NSGA3,NSGA3,1.0
1293,NSGA3,MOEAD,0.9642857142857143
1293,MOEAD,IMOGABKA-seed,0.0
1293,MOEAD,MOBKA,0.0
1293,MOEAD,NSGA2,0.0
1293,MOEAD,NSGA3,0.0
1293,MOEAD,MOEAD,1.0
1294,IMOGABKA-seed,IMOGABKA-seed,1.0
1294,IMOGABKA-seed,MOBKA,1.0
1294,IMOGABKA-seed,NSGA2,0.7931034482758621
1294,IMOGABKA-seed,NSGA3,0.9782608695652174
1294,IMOGABKA-seed,MOEAD,1.0
1294,MOBKA,IMOGABKA-seed,0.0
1294,MOBKA,MOBKA,1.0
1294,MOBKA,NSGA2,0.0
1294,MOBKA,NSGA3,0.0
1294,MOBKA,MOEAD,0.0
1294,NSGA2,IMOGABKA-seed,0.08602150537634409
1294,NSGA2,MOBKA,0.0
1294,NSGA2,NSGA2,1.0
1294,NSGA2,NSGA3,0.9565217391304348
1294,NSGA2,MOEAD,1.0
1294,NSGA3,IMOGABKA-seed,0.010752688172043012
1294,NSGA3,MOBKA,0.0
1294,NSGA3,NSGA2,0.0
1294,NSGA3,NSGA3,1.0
1294,NSGA3,MOEAD,0.96
1294,MOEAD,IMOGABKA-seed,0.0
1294,MOEAD,MOBKA,0.0
1294,MOEAD,NSGA2,0.0
1294,MOEAD,NSGA3,0.0
1294,MOEAD,MOEAD,1.0
1295,IMOGABKA-seed,IMOGABKA-seed,1.0
1295,IMOGABKA-seed,MOBKA,1.0
1295,IMOGABKA-seed,NSGA2,0.36538461538461536
1295,IMOGABKA-seed,NSGA3,0.2222222222222222
1295,IMOGABKA-seed,MOEAD,0.9411764705882353
1295,MOBKA,IMOGABKA-seed,0.0
1295,MOBKA,MOBKA,1.0
1295,MOBKA,NSGA2,0.0
1295,MOBKA,NSGA3,0.0
1295,MOBKA,MOEAD,0.0
1295,NSGA2,IMOGABKA-seed,0.10869565217391304
1295,NSGA2,MOBKA,0.09090909090909091
1295,NSGA2,NSGA2,1.0
1295,NSGA2,NSGA3,0.3111111111111111
1295,NSGA2,MOEAD,1.0
1295,NSGA3,IMOGABKA-seed,0.13043478260869565
1295,NSGA3,MOBKA,0.09090909090909091
1295,NSGA3,NSGA2,0.5576923076923077
1295,NSGA3,NSGA3,1.0
1295,NSGA3,MOEAD,1.0
1295,MOEAD,IMOGABKA-seed,0.0
1295,MOEAD,MOBKA,0.09090909090909091
1295,MOEAD,NSGA2,0.0
1295,MOEAD,NSGA3,0.0
1295,MOEAD,MOEAD,1.0
1296,IMOGABKA-seed,IMOGABKA-seed,1.0
1296,IMOGABKA-seed,MOBKA,1.0
1296,IMOGABKA-seed,NSGA2,0.9811320754716981
1296,IMOGABKA-seed,NSGA3,1.0
1296,IMOGABKA-seed,MOEAD,1.0
1296,MOBKA,IMOGABKA-seed,0.0
1296,MOBKA,MOBKA,1.0
1296,MOBKA,NSGA2,0.0
1296,MOBKA,NSGA3,0.0
1296,MOBKA,MOEAD,0.0
1296,NSGA2,IMOGABKA-seed,0.0
1296,NSGA2,MOBKA,0.09090909090909091
1296,NSGA2,NSGA2,1.0
1296,NSGA2,NSGA3,0.9069767441860465
1296,NSGA2,MOEAD,0.8695652173913043
1296,NSGA3,IMOGABKA-seed,0.0
1296,NSGA3,MOBKA,0.09090909090909091
1296,NSGA3,NSGA2,0.018867924528301886
1296,NSGA3,NSGA3,1.0
1296,NSGA3,MOEAD,0.6956521739130435
1296,MOEAD,IMOGABKA-seed,0.0
1296,MOEAD,MOBKA,0.09090909090909091
1296,MOEAD,NSGA2,0.018867924528301886
1296,MOEAD,NSGA3,0.0
1296,MOEAD,MOEAD,1.0
1297,IMOGABKA-seed,IMOGABKA-seed,1.0
1297,IMOGABKA-seed,MOBKA,1.0
1297,IMOGABKA-seed,NSGA2,0.8392857142857143
1297,IMOGABKA-seed,NSGA3,0.9433962264150944
1297,IMOGABKA-seed,MOEAD,1.0
1297,MOBKA,IMOGABKA-seed,0.0
1297,MOBKA,MOBKA,1.0
1297,MOBKA,NSGA2,0.0
1297,MOBKA,NSGA3,0.0
1297,MOBKA,MOEAD,0.0
1297,NSGA2,IMOGABKA-seed,0.052083333333333336
1297,NSGA2,MOBKA,0.0
1297,NSGA2,NSGA2,1.0
1297,NSGA2,NSGA3,0.49056603773584906
1297,NSGA2,MOEAD,1.0
1297,NSGA3,IMOGABKA-seed,0.020833333333333332
1297,NSGA3,MOBKA,0.125
1297,NSGA3,NSGA2,0.23214285714285715
1297,NSGA3,NSGA3,1.0
1297,NSGA3,MOEAD,0.5909090909090909
1297,MOEAD,IMOGABKA-seed,0.0
1297,MOEAD,MOBKA,0.0
1297,MOEAD,NSGA2,0.0
1297,MOEAD,NSGA3,0.0
1297,MOEAD,MOEAD,1.0
1298,IMOGABKA-seed,IMOGABKA-seed,1.0
1298,IMOGABKA-seed,MOBKA,1.0
1298,IMOGABKA-seed,NSGA2,0.3898305084745763
1298,IMOGABKA-seed,NSGA3,0.4489795918367347
1298,IMOGABKA-seed,MOEAD,0.5517241379310345
1298,MOBKA,IMOGABKA-seed,0.0
1298,MOBKA,MOBKA,1.0
1298,MOBKA,NSGA2,0.0
1298,MOBKA,NSGA3,0.0
1298,MOBKA,MOEAD,0.0
1298,NSGA2,IMOGABKA-seed,0.24731182795698925
1298,NSGA2,MOBKA,0.18181818181818182
1298,NSGA2,NSGA2,1.0
1298,NSGA2,NSGA3,0.4897959183673469
1298,NSGA2,MOEAD,0.9310344827586207
1298,NSGA3,IMOGABKA-seed,0.17204301075268819
1298,NSGA3,MOBKA,0.18181818181818182
1298,NSGA3,NSGA2,0.3389830508474576
1298,NSGA3,NSGA3,1.0
1298,NSGA3,MOEAD,0.9310344827586207
1298,MOEAD,IMOGABKA-seed,0.06451612903225806
1298,MOEAD,MOBKA,0.09090909090909091
1298,MOEAD,NSGA2,0.0
1298,MOEAD,NSGA3,0.0
1298,MOEAD,MOEAD,1.0
1299,IMOGABKA-seed,IMOGABKA-seed,1.0
1299,IMOGABKA-seed,MOBKA,1.0
1299,IMOGABKA-seed,NSGA2,0.45161290322580644
1299,IMOGABKA-seed,NSGA3,0.4166666666666667
1299,IMOGABKA-seed,MOEAD,0.2777777777777778
1299,MOBKA,IMOGABKA-seed,0.0
1299,MOBKA,MOBKA,1.0
1299,MOBKA,NSGA2,0.0
1299,MOBKA,NSGA3,0.0
1299,MOBKA,MOEAD,0.0
1299,NSGA2,IMOGABKA-seed,0.0967741935483871
1299,NSGA2,MOBKA,0.16666666666666666
1299,NSGA2,NSGA2,1.0
1299,NSGA2,NSGA3,0.3125
1299,NSGA2,MOEAD,0.6666666666666666
1299,NSGA3,IMOGABKA-seed,0.08602150537634409
1299,NSGA3,MOBKA,0.0
1299,NSGA3,NSGA2,0.3548387096774194
1299,NSGA3,NSGA3,1.0
1299,NSGA3,MOEAD,0.4444444444444444
1299,MOEAD,IMOGABKA-seed,0.06451612903225806
1299,MOEAD,MOBKA,0.0
1299,MOEAD,NSGA2,0.04838709677419355
1299,MOEAD,NSGA3,0.041666666666666664
1299,MOEAD,MOEAD,1.0
1300,IMOGABKA-seed,IMOGABKA-seed,1.0
1300,IMOGABKA-seed,MOBKA,1.0
1300,IMOGABKA-seed,NSGA2,0.4107142857142857
1300,IMOGABKA-seed,NSGA3,0.5510204081632653
1300,IMOGABKA-seed,MOEAD,1.0
1300,MOBKA,IMOGABKA-seed,0.0
1300,MOBKA,MOBKA,1.0
1300,MOBKA,NSGA2,0.0
1300,MOBKA,NSGA3,0.0
1300,MOBKA,MOEAD,0.0
1300,NSGA2,IMOGABKA-seed,0.21052631578947367
1300,NSGA2,MOBKA,0.1111111111111111
1300,NSGA2,NSGA2,1.0
1300,NSGA2,NSGA3,0.9591836734693877
1300,NSGA2,MOEAD,1.0
1300,NSGA3,IMOGABKA-seed,0.042105263157894736
1300,NSGA3,MOBKA,0.1111111111111111
1300,NSGA3,NSGA2,0.0
1300,NSGA3,NSGA3,1.0
1300,NSGA3,MOEAD,0.9310344827586207
1300,MOEAD,IMOGABKA-seed,0.0
1300,MOEAD,MOBKA,0.0
1300,MOEAD,NSGA2,0.0
1300,MOEAD,NSGA3,0.0
1300,MOEAD,MOEAD,1.0
